"suppl_name";"buyer_name";"ord_cnt";"rsp_cnt";"des_cnt";"rec_cnt";"rsp_prc";"des_prc";"rec_prc"
Фирма Надежда;Розничная сеть Зельгрос;30;0;0;30;0.0000;0.0000;1.0000
Фирма Мортадель;Т и К Продукты;7;6;7;7;0.8571;1.0000;1.0000
БРАЗИС-ОБУВЬ;Т и К Продукты;23;23;23;23;1.0000;1.0000;1.0000
Бремор-Ростов;Солнечный круг;113;106;113;113;0.9381;1.0000;1.0000
"Фирма ""Тандем";ТАНДЕР;16;16;16;16;1.0000;1.0000;1.0000
"Фирма ""Сувенир";ТАНДЕР;151;139;150;151;0.9205;0.9934;1.0000
БРПИ;ТАНДЕР;133;133;133;133;1.0000;1.0000;1.0000
Брянконфи;КОРУС Консалтинг СНГ;4;0;4;4;0.0000;1.0000;1.0000
Брянконфи;Лента;8;0;8;8;0.0000;1.0000;1.0000
Брянконфи;СКБ Контур;4;0;4;4;0.0000;1.0000;1.0000
Будагов О.Ф;Пушкин В.Е.;1;0;1;1;0.0000;1.0000;1.0000
Букет Чувашии;Лента;24;0;24;24;0.0000;1.0000;1.0000
"фирма ""Калория";"Торговый дом ""ПЕРЕКРЕСТОК";136;136;130;136;1.0000;0.9559;1.0000
Букет Чувашии;"Торговый дом ""ПЕРЕКРЕСТОК";763;762;762;763;0.9987;0.9987;1.0000
"Фирма ""Арсений";Т и К Продукты;4;4;3;4;1.0000;0.7500;1.0000
ФинСиб;Компания Холидей;6;0;0;6;0.0000;0.0000;1.0000
Булочно-кондитерский комбинат;Лев;3;1;3;3;0.3333;1.0000;1.0000
Бумага-Трейд;ТАНДЕР;28;28;28;28;1.0000;1.0000;1.0000
Бумагофф;"Торговый дом ""ПЕРЕКРЕСТОК";4;4;4;4;1.0000;1.0000;1.0000
ФЕНТА;Лента;15;0;15;15;0.0000;1.0000;1.0000
В Охотку;Компания Холидей;102;0;0;102;0.0000;0.0000;1.0000
В Охотку;КОРУС Консалтинг СНГ;4;0;4;4;0.0000;1.0000;1.0000
В Охотку;ТАНДЕР;26;3;26;26;0.1154;1.0000;1.0000
Феникс;"Торговый дом ""ПЕРЕКРЕСТОК";40;40;0;40;1.0000;0.0000;1.0000
Феникс;ТАНДЕР;7;7;7;7;1.0000;1.0000;1.0000
ФармЛайн;"Торговый дом ""ПЕРЕКРЕСТОК";11;11;0;11;1.0000;0.0000;1.0000
ФармЛайн;СКБ Контур;8;0;8;8;0.0000;1.0000;1.0000
ФармЛайн;КОРУС Консалтинг СНГ;1;0;0;1;0.0000;0.0000;1.0000
Фарватер-Косметикс;"Торговый дом ""ПЕРЕКРЕСТОК";4;4;4;4;1.0000;1.0000;1.0000
ВайнСпиритс;Т и К Продукты;3;0;3;3;0.0000;1.0000;1.0000
Валентина-НН;Барс-Ритейл;4;0;3;4;0.0000;0.7500;1.0000
Валентина-НН;Лента;40;0;5;40;0.0000;0.1250;1.0000
Валентина-НН;СПАР МИДДЛ ВОЛГА;1;0;1;1;0.0000;1.0000;1.0000
Валентина-НН;"Торговый дом ""ПЕРЕКРЕСТОК";42;42;42;42;1.0000;1.0000;1.0000
Валиев Ильдар Фидаильевич;"Торговый дом ""ПЕРЕКРЕСТОК";8;8;8;8;1.0000;1.0000;1.0000
Фарватер-Косметикс;Розничная сеть Зельгрос;27;0;27;27;0.0000;1.0000;1.0000
Фарватер-Косметикс;КОРУС Консалтинг СНГ;6;6;6;6;1.0000;1.0000;1.0000
Фарватер-Косметикс;Авоська – два;4;4;4;4;1.0000;1.0000;1.0000
Васильевский стекольный завод;ТАНДЕР;7;7;7;7;1.0000;1.0000;1.0000
ВАТЕРВЕЙС;СКБ Контур;3;0;2;3;0.0000;0.6667;1.0000
Ваш Хлеб;Лента;68;0;67;68;0.0000;0.9853;1.0000
Ведзижев М. Т.;"Торговый дом ""ПЕРЕКРЕСТОК";14;5;6;14;0.3571;0.4286;1.0000
Ведзижев М. Т.;Элемент-Трейд;74;64;62;74;0.8649;0.8378;1.0000
Фаворит;ТАНДЕР;38;38;38;38;1.0000;1.0000;1.0000
Фабричникова Нина Григорьевна;СПАР МИДДЛ ВОЛГА;20;0;19;20;0.0000;0.9500;1.0000
ФАБРИКА ТОРТОВ;Лента;104;0;104;104;0.0000;1.0000;1.0000
ФАБРИКА ТОРТОВ;КОРУС Консалтинг СНГ;49;0;49;49;0.0000;1.0000;1.0000
ВеллТрейд;Авоська – два;2;2;2;2;1.0000;1.0000;1.0000
ВеллТрейд;Т и К Продукты;2;2;2;2;1.0000;1.0000;1.0000
ВеллТрейд;"Торговый дом ""ПЕРЕКРЕСТОК";4;4;4;4;1.0000;1.0000;1.0000
Вельд-21;КОРУС Консалтинг СНГ;4;0;4;4;0.0000;1.0000;1.0000
Фабрика Бытовой Химии БОН;"Торговый дом ""ПЕРЕКРЕСТОК";4;4;4;4;1.0000;1.0000;1.0000
Вельд-21;"Торговый дом ""ПЕРЕКРЕСТОК";9;0;9;9;0.0000;1.0000;1.0000
ВЕРЕСК;ТАНДЕР;24;10;23;24;0.4167;0.9583;1.0000
Устинова Людмила Ивановна;Лента;205;0;205;205;0.0000;1.0000;1.0000
Успех ЛТД;Т и К Продукты;2;2;2;2;1.0000;1.0000;1.0000
ВЕСКО;"Торговый дом ""ПЕРЕКРЕСТОК";72;72;37;72;1.0000;0.5139;1.0000
Уржумский спиртоводочный завод;"Торговый дом ""ПЕРЕКРЕСТОК";2;2;0;2;1.0000;0.0000;1.0000
Уржумский спиртоводочный завод;ОПТОВИК;3;0;0;3;0.0000;0.0000;1.0000
Веха;КОРУС Консалтинг СНГ;4;4;4;4;1.0000;1.0000;1.0000
Управляющая компания Трапеза;КОРУС Консалтинг СНГ;10;0;10;10;0.0000;1.0000;1.0000
Виктория;Пятью пять;16;16;16;16;1.0000;1.0000;1.0000
Виктория Петербург;Виктория Балтия;1;0;0;1;0.0000;0.0000;1.0000
УНИВЕРКОМ;"Торговый дом ""ПЕРЕКРЕСТОК";36;36;36;36;1.0000;1.0000;1.0000
"Винзавод ""Надежда";Виктория Балтия;1;1;1;1;1.0000;1.0000;1.0000
"Винзавод ""Надежда";КОРУС Консалтинг СНГ;2;0;2;2;0.0000;1.0000;1.0000
УК Базис групп;"Торговый дом ""ПЕРЕКРЕСТОК";4;4;4;4;1.0000;1.0000;1.0000
"УЗРМВ ""Аква-Вайт";Виктория Балтия;3;3;0;3;1.0000;0.0000;1.0000
"Винная компания ""Каудаль";Петроторг;20;0;20;20;0.0000;1.0000;1.0000
ВИННЫЙ ДОМ ИНКЕРМАН;ТАНДЕР;7;7;7;7;1.0000;1.0000;1.0000
Узморье;СКБ Контур;16;0;16;16;0.0000;1.0000;1.0000
УзГарденс;"Торговый дом ""ПЕРЕКРЕСТОК";2;2;2;2;1.0000;1.0000;1.0000
Угличский завод минеральной воды;Гиперглобус;8;0;8;8;0.0000;1.0000;1.0000
Вино он-лайн АГ;ДИКСИ ЮГ;16;0;16;16;0.0000;1.0000;1.0000
Вино он-лайн АГ;Компания Холидей;1;0;0;1;0.0000;0.0000;1.0000
Тырыш;СПАР МИДДЛ ВОЛГА;7;7;7;7;1.0000;1.0000;1.0000
Тырыш;СКБ Контур;6;0;6;6;0.0000;1.0000;1.0000
Тырыш;Розничная сеть Зельгрос;4;1;4;4;0.2500;1.0000;1.0000
Вино он-лайн АГ;Розничная сеть Зельгрос;12;0;12;12;0.0000;1.0000;1.0000
Вино он-лайн АГ;Смарт Велью Ритейл;15;0;15;15;0.0000;1.0000;1.0000
Вино он-лайн АГ;Элемент-Трейд;1;0;0;1;0.0000;0.0000;1.0000
"Виноконьячный Дом ""Альянс-1892";Элемент-Трейд;1;0;0;1;0.0000;0.0000;1.0000
"Виноторговая компания ""Форт";Т и К Продукты;2;2;2;2;1.0000;1.0000;1.0000
Вита 1;Лента;129;0;129;129;0.0000;1.0000;1.0000
Тульский хлебокомбинат;Розничная сеть Зельгрос;37;35;37;37;0.9459;1.0000;1.0000
Витамины с грядки;СКБ Контур;48;0;48;48;0.0000;1.0000;1.0000
Тульский хлебокомбинат;Виктория Балтия;2;1;0;2;0.5000;0.0000;1.0000
Тульский молочный комбинат;СКБ Контур;204;204;204;204;1.0000;1.0000;1.0000
Витаторг;Русский Стиль - 97;4;4;4;4;1.0000;1.0000;1.0000
Витаторг;ТАНДЕР;15;15;15;15;1.0000;1.0000;1.0000
Витаторг;"Торговый дом ""ПЕРЕКРЕСТОК";5;5;5;5;1.0000;1.0000;1.0000
Троица;"Торговый дом ""ПЕРЕКРЕСТОК";2;2;2;2;1.0000;1.0000;1.0000
ВИТО-ВИТО;СКБ Контур;28;0;28;28;0.0000;1.0000;1.0000
Триумф;Розничная сеть Зельгрос;42;0;42;42;0.0000;1.0000;1.0000
Триумф;Лента;16;0;11;16;0.0000;0.6875;1.0000
Владалко;Лента;4;0;4;4;0.0000;1.0000;1.0000
Владалко;СКБ Контур;1;0;1;1;0.0000;1.0000;1.0000
ТрейдКомфорт-Сибирь;ТАНДЕР;6;6;6;6;1.0000;1.0000;1.0000
ТрастФинГрупп;Элемент-Трейд;14;0;14;14;0.0000;1.0000;1.0000
ТрастФинГрупп;Фреш Маркет;4;4;0;4;1.0000;0.0000;1.0000
ТрастФинГрупп;ТАНДЕР;244;244;238;244;1.0000;0.9754;1.0000
Владимирский хлебокомбинат;Барс-Ритейл;2;0;1;2;0.0000;0.5000;1.0000
Владимирский хлебокомбинат;Виктория Балтия;2;0;2;2;0.0000;1.0000;1.0000
Владимирский хлебокомбинат;ГУЛЛИВЕР;3;2;3;3;0.6667;1.0000;1.0000
Владимирский хлебокомбинат;СКБ Контур;34;0;2;34;0.0000;0.0588;1.0000
Владимирский хлебокомбинат;Т и К Продукты;3;2;3;3;0.6667;1.0000;1.0000
ТрастФинГрупп;Розничная сеть Зельгрос;33;0;33;33;0.0000;1.0000;1.0000
ТрастФинГрупп;ДИКСИ ЮГ;42;42;42;42;1.0000;1.0000;1.0000
ТРАСТ-ВОЛГА;ТАНДЕР;109;109;109;109;1.0000;1.0000;1.0000
ТРАНСАТЛАНТИК ИНТЕРНЕЙШНЛ;ТАНДЕР;8;8;8;8;1.0000;1.0000;1.0000
ТРАНСАТЛАНТИК ИНТЕРНЕЙШНЛ;Спектр Групп;3;0;0;3;0.0000;0.0000;1.0000
Вода;ТАНДЕР;4;4;4;4;1.0000;1.0000;1.0000
"1 Салат";"Торговый дом ""ПЕРЕКРЕСТОК";15;15;15;15;1.0000;1.0000;1.0000
ТПК Террапласт;Розничная сеть Зельгрос;1;0;1;1;0.0000;1.0000;1.0000
ВОДОЦИКЛ;"Торговый дом ""ПЕРЕКРЕСТОК";2;0;0;2;0.0000;0.0000;1.0000
ТПК КНАФФИ;Лента;15;15;15;15;1.0000;1.0000;1.0000
Волга Айс;Лента;13;0;13;13;0.0000;1.0000;1.0000
Волга Айс;СКБ Контур;17;0;17;17;0.0000;1.0000;1.0000
ТПК Вилон;Гиперглобус;95;0;0;95;0.0000;0.0000;1.0000
Волжское;"Торговый дом ""ПЕРЕКРЕСТОК";6;5;6;6;0.8333;1.0000;1.0000
Тосол-Синтез-Инвест;СКБ Контур;2;0;2;2;0.0000;1.0000;1.0000
Вологодский молочный продукт;"Торговый дом ""ПЕРЕКРЕСТОК";24;24;24;24;1.0000;1.0000;1.0000
ТОСОЛ-СИНТЕЗ ТРЕЙДИНГ;ТАНДЕР;3;3;3;3;1.0000;1.0000;1.0000
Володарский;"Торговый дом ""ПЕРЕКРЕСТОК";8;6;0;8;0.7500;0.0000;1.0000
ТОСОЛ-СИНТЕЗ ТРЕЙДИНГ;КОРУС Консалтинг СНГ;3;3;3;3;1.0000;1.0000;1.0000
Воронежросагро-М;ТАНДЕР;444;444;444;444;1.0000;1.0000;1.0000
Воронежская бумажная фабрика;ТАНДЕР;18;18;18;18;1.0000;1.0000;1.0000
Воронежская бумажная фабрика;"Торговый дом ""ПЕРЕКРЕСТОК";26;26;26;26;1.0000;1.0000;1.0000
Воронова Елена Викторовна;ТАНДЕР;100;100;100;100;1.0000;1.0000;1.0000
Тортила;КОРУС Консалтинг СНГ;84;0;84;84;0.0000;1.0000;1.0000
Тортила;Гиперглобус;9;0;3;9;0.0000;0.3333;1.0000
ТоргПродукт;Т и К Продукты;2;2;2;2;1.0000;1.0000;1.0000
Восьмая Империя;ДИКСИ ЮГ;1;1;1;1;1.0000;1.0000;1.0000
ТоргПродАльянс;Виктория Балтия;1;0;0;1;0.0000;0.0000;1.0000
Восьмая Империя;Розничная сеть Зельгрос;41;37;38;41;0.9024;0.9268;1.0000
"Торговый Дом""Золотое Яичко""";"Торговый дом ""ПЕРЕКРЕСТОК";7;7;7;7;1.0000;1.0000;1.0000
Восьмая Империя;"Торговый дом ""ПЕРЕКРЕСТОК";48;47;48;48;0.9792;1.0000;1.0000
ВСФ Логистик;"Торговый дом ""ПЕРЕКРЕСТОК";5;0;0;5;0.0000;0.0000;1.0000
ВторРесурсы;"Торговый дом ""ПЕРЕКРЕСТОК";3;3;3;3;1.0000;1.0000;1.0000
Вурнарский мясокомбинат;Лента;9;9;9;9;1.0000;1.0000;1.0000
Вурнарский мясокомбинат;СПАР МИДДЛ ВОЛГА;59;59;59;59;1.0000;1.0000;1.0000
"Торговый Дом""Золотое Яичко""";КОРУС Консалтинг СНГ;2;0;0;2;0.0000;0.0000;1.0000
"Торговый Дом""Золотое Яичко""";ДИКСИ ЮГ;15;15;15;15;1.0000;1.0000;1.0000
Торговый Дом Ярмарка;Т и К Продукты;3;0;3;3;0.0000;1.0000;1.0000
Гайнутдинова Зухра Хасяновна;КОРУС Консалтинг СНГ;5;0;5;5;0.0000;1.0000;1.0000
Торговый Дом Челны Холод;СПАР МИДДЛ ВОЛГА;13;0;13;13;0.0000;1.0000;1.0000
Торговый Дом Челны Холод;Розничная сеть Зельгрос;24;0;22;24;0.0000;0.9167;1.0000
Торговый Дом Челны Холод;ОПТОВИК;94;0;93;94;0.0000;0.9894;1.0000
Гармаш;Солнечный круг;10;10;10;10;1.0000;1.0000;1.0000
Гармония;КОРУС Консалтинг СНГ;16;0;16;16;0.0000;1.0000;1.0000
Торговый Дом Упаковка;Т и К Продукты;5;5;5;5;1.0000;1.0000;1.0000
Торговый Дом Селижарово;ТАНДЕР;7;7;7;7;1.0000;1.0000;1.0000
Торговый дом Парад плюс;Лента;173;0;16;173;0.0000;0.0925;1.0000
Торговый Дом Охотоморье;"Торговый дом ""ПЕРЕКРЕСТОК";3;3;2;3;1.0000;0.6667;1.0000
Геба;Виват-трейд;295;0;295;295;0.0000;1.0000;1.0000
Торговый Дом НХК;"Торговый дом ""ПЕРЕКРЕСТОК";4;3;4;4;0.7500;1.0000;1.0000
Торговый Дом НХК;ТАНДЕР;32;32;32;32;1.0000;1.0000;1.0000
Торговый Дом НАНС;Лента;62;0;62;62;0.0000;1.0000;1.0000
ТОРГОВЫЙ ДОМ МИР;ТАНДЕР;30;30;30;30;1.0000;1.0000;1.0000
Торговый Дом Меркурий;ТАНДЕР;28;28;28;28;1.0000;1.0000;1.0000
Геба;Т и К Продукты;1;1;1;1;1.0000;1.0000;1.0000
Геба;"Торговый дом ""ПЕРЕКРЕСТОК";55;55;55;55;1.0000;1.0000;1.0000
Гейзер-Вита;ТАНДЕР;2;2;2;2;1.0000;1.0000;1.0000
Гелиос;Авоська – два;2;2;2;2;1.0000;1.0000;1.0000
Гелиос;Смарт Велью Ритейл;3;3;3;3;1.0000;1.0000;1.0000
Торговый Дом Виктория;Лента;81;0;81;81;0.0000;1.0000;1.0000
Гелиос-М;СКБ Контур;27;0;27;27;0.0000;1.0000;1.0000
Гермис;Виктория Балтия;7;0;0;7;0.0000;0.0000;1.0000
Гермис;Лента;8;0;8;8;0.0000;1.0000;1.0000
Гермис;Розничная сеть Зельгрос;37;0;0;37;0.0000;0.0000;1.0000
ТОРГОВЫЙ ДОМ «ЧИСТОМОЛ;Гиперглобус;8;0;8;8;0.0000;1.0000;1.0000
Гиагинский;ДИКСИ ЮГ;29;29;29;29;1.0000;1.0000;1.0000
Гиагинский;Лента;53;0;53;53;0.0000;1.0000;1.0000
Гиагинский;"Торговый дом ""ПЕРЕКРЕСТОК";46;46;46;46;1.0000;1.0000;1.0000
Гигиена-Север;Спектр Групп;2;0;0;2;0.0000;0.0000;1.0000
Торговый дом «Мегаполис;Т и К Продукты;3;3;3;3;1.0000;1.0000;1.0000
Торговый дом «Мегаполис;Солнечный круг;58;58;58;58;1.0000;1.0000;1.0000
Торговый дом «Мегаполис;Пятью пять;4;4;4;4;1.0000;1.0000;1.0000
Торговый дом «Мегаполис;Петроторг;20;0;0;20;0.0000;0.0000;1.0000
Торговый дом «Мегаполис;Компания Холидей;3;0;3;3;0.0000;1.0000;1.0000
Торговый дом «Мегаполис;ДИКСИ ЮГ;60;0;8;60;0.0000;0.1333;1.0000
Торговый дом «Мегаполис;Виктория Балтия;3;0;0;3;0.0000;0.0000;1.0000
ГЛОБУС;ТАНДЕР;20;0;0;20;0.0000;0.0000;1.0000
"4СКИН";Спектр Групп;4;0;0;4;0.0000;0.0000;1.0000
ГЛОБУС-АГРО;Лента;191;0;191;191;0.0000;1.0000;1.0000
Голованов Александр Юрьевич;КОРУС Консалтинг СНГ;39;0;39;39;0.0000;1.0000;1.0000
"Торговый дом ""Фитокод";ТАНДЕР;5;5;5;5;1.0000;1.0000;1.0000
Ястребов Владислав Петрович;"Торговый дом ""ПЕРЕКРЕСТОК";30;30;30;30;1.0000;1.0000;1.0000
"Торговый Дом ""Феникс";ТАНДЕР;8;8;8;8;1.0000;1.0000;1.0000
"Торговый Дом ""Феникс";КОРУС Консалтинг СНГ;10;0;10;10;0.0000;1.0000;1.0000
"ТОРГОВЫЙ ДОМ ""УРАЛЬСКИЙ ПРОДУКТ";Т и К Продукты;6;2;6;6;0.3333;1.0000;1.0000
"ТОРГОВЫЙ ДОМ ""УРАЛЬСКИЙ ПРОДУКТ";КОРУС Консалтинг СНГ;11;0;11;11;0.0000;1.0000;1.0000
Горячие крендели Север;ДИКСИ ЮГ;2;0;2;2;0.0000;1.0000;1.0000
Горячие крендели Север;КОРУС Консалтинг СНГ;4;4;4;4;1.0000;1.0000;1.0000
Горячие крендели Север;Т и К Продукты;3;3;3;3;1.0000;1.0000;1.0000
"Торговый дом ""Сибирь-Упак""";Лента;3;0;3;3;0.0000;1.0000;1.0000
ГРАН-МЭР;Авоська – два;2;2;2;2;1.0000;1.0000;1.0000
"Торговый дом ""СаначиноАгро";ДИКСИ ЮГ;3;3;3;3;1.0000;1.0000;1.0000
ГРАН-МЭР;ДИКСИ ЮГ;17;17;17;17;1.0000;1.0000;1.0000
ГРАН-МЭР;Элемент-Трейд;7;7;7;7;1.0000;1.0000;1.0000
"Торговый Дом ""РАТИБОР";ДИКСИ ЮГ;26;26;26;26;1.0000;1.0000;1.0000
"Торговый Дом ""Обуховские минеральные воды";"Торговый дом ""ПЕРЕКРЕСТОК";12;12;12;12;1.0000;1.0000;1.0000
"Торговый Дом ""Обуховские минеральные воды";ТАНДЕР;4;4;4;4;1.0000;1.0000;1.0000
Гранви;ТАНДЕР;7;7;7;7;1.0000;1.0000;1.0000
"Торговый Дом ""Обуховские минеральные воды";Лента;52;52;52;52;1.0000;1.0000;1.0000
"Торговый Дом ""Обуховские минеральные воды";КОРУС Консалтинг СНГ;12;11;12;12;0.9167;1.0000;1.0000
"7 ОЗЕР";ТАНДЕР;5;5;5;5;1.0000;1.0000;1.0000
Гранд Кастель;Т и К Продукты;3;1;3;3;0.3333;1.0000;1.0000
ГРАНД СТИЛЬ;Лента;62;0;62;62;0.0000;1.0000;1.0000
"Торговый дом ""Лайнсервис";КОРУС Консалтинг СНГ;9;9;9;9;1.0000;1.0000;1.0000
Гранте;Барс-Ритейл;2;0;0;2;0.0000;0.0000;1.0000
Грейт Дистрибьюшн;Башбакалея;1;1;0;1;1.0000;0.0000;1.0000
Грейтфудс;Виктория Балтия;1;0;0;1;0.0000;0.0000;1.0000
"Торговый дом ""Кухня без границ";Лента;11;10;11;11;0.9091;1.0000;1.0000
Грибаков Дмитрий Вадимович;Лента;64;0;64;64;0.0000;1.0000;1.0000
Грибаков Дмитрий Вадимович;СПАР МИДДЛ ВОЛГА;42;42;42;42;1.0000;1.0000;1.0000
Григорян С.М.;ТАНДЕР;4;4;4;4;1.0000;1.0000;1.0000
"Торговый Дом ""Компания ЯСЕН";ОПТОВИК;216;216;216;216;1.0000;1.0000;1.0000
ГРИН МАРКЕТ КАРЕЛИЯ;Лента;49;0;49;49;0.0000;1.0000;1.0000
"Торговый дом ""КОЛИЗ";Лента;31;0;31;31;0.0000;1.0000;1.0000
Гринлайн;Т и К Продукты;2;2;2;2;1.0000;1.0000;1.0000
